Subject,Session,Trial,Prime [Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Target[Trial],TargetDefinition.RESP[Trial],TargetDefinition.RT[Trial],TargetQuestion.RESP[Trial],TargetQuestion.RT[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],PrimeFirstResponseAccuracy,TargetFirstResponseAccuracy,PrimeCondition,RTrecognisePrime,RTrecogniseTarget
11,1,47,b a n i s t e r ,banister{SPACE},3449,B a n g k o k,bangkok{SPACE},5128,1,2200,bangkok{SPACE},2056,1,1,P,3725,1908
11,1,2,b a r t e n d e r,{SHIFT}bartender{SPACE},4920,b a r t e r ,{SHIFT}Barter{SPACE},7685,1,2409,barter{SPACE},2136,1,1,P,2793,2445
11,1,30,B e c k e t t,becket{SPACE},2340,B e c k h a m,beckham{SPACE},8171,1,1228,beckham{SPACE},2175,1,1,P,3251,1680
11,1,61,b i a n n u a l ,biannual{SPACE},2227,b i n o m i a l ,equation{SPACE},9153,3,1740,binomial{SPACE},2616,1,0,P,6728,2735
11,1,9,c a n v a s ,canvas{SPACE},1703,c a r c a s s,carcass{SPACE},5658,1,2406,carcass{SPACE},2851,1,1,P,3341,2101
11,1,51,c a r a v a n,caravan{SPACE},2982,C a r r o l l,caraway{SPACE},7203,3,1885,carrol{SPACE},1699,1,0,P,2669,2454
11,1,25,c a m e l,camel{SPACE},1465,c h a m e l e o n,chameleon{SPACE},5515,1,1652,chameleon{SPACE},3782,1,1,P,1607,1455
11,1,70,C h a r l e s,charles{SPACE},2178,C h u r c h i l l,wilson{SPACE},9649,4,5842,churchill{SPACE},2900,1,0,P,3397,1054
11,1,45,c o m m e n c e ,commence{SPACE},2451,C l e m e n s,clemens{SPACE},4328,1,2403,clemens{SPACE},1742,1,1,P,3134,1597
11,1,5,c o m p a t i b l e ,compatible{SPACE},4025,c o n g r u e n t,{SPACE},6669,2,5083,congruent{SPACE},4377,1,0,B,3756,3790
11,1,41,C r u i s e ,cuise{SPACE},1679,C o n n e r y,connery{SPACE},4358,1,1868,connery{SPACE},1838,0,1,B,3298,983
11,1,6,c o n t r a c t ,contract{SPACE},3244,c o v e n a n t ,comp,9964,1,7006,covenant{SPACE},5411,1,0,B,3390,768
11,1,53,D e v i l,devil{SPACE},1705,D a n t e,{SPACE},3466,2,1939,dante{SPACE},1652,1,0,B,2921,2454
11,1,42,d e f e c t ,defect{SPACE},2093,d e f a u l t,defect,6369,3,13765,default{SPACE},3314,1,0,B,2497,2382
11,1,46,d e l e t e ,delete{SPACE},1906,d e p l e t e,ect,8768,3,1909,deplete{SPACE},1773,1,0,B,2867,2312
11,1,16,d i f f e r ,differ{SPACE},1816,d i v e r g e,stretch,9701,3,4873,diverge{SPACE},1908,1,0,B,2769,3354
11,1,35,e r r a t i c,erratic{SPACE},3566,e c c e n t r i c,different{SPACE},8307,3,2607,eccentric{SPACE},2372,1,0,B,3177,3136
11,1,50,e x i l e,exile{SPACE},1494,e x o r c i s m ,excorcist{SPACE},8101,1,1336,excorcist{SPACE},5288,1,0,B,2705,753
11,1,8,F e y n m a n,feynman{SPACE},2980,F a r a d a y,einstein,8022,2,5317,faraday{SPACE},2465,1,0,B,6398,4414
11,1,10,f o r e s t ,forest{SPACE},2129,f o l i a g e,shru,9627,2,2599,foliage{SPACE},2596,1,0,B,2317,2382
11,1,14,G a r n e r ,garner{SPACE},3869,G a r l a n d,{SPACE},3735,2,1796,garland{SPACE},2790,1,0,B,3394,4245
11,1,68,g o b b l e ,gobble{SPACE},1556,g o s l i n g,{SPACE},5154,4,1607,gosling{SPACE},2518,1,0,B,3953,3150
11,1,73,H o o v e r ,{SHIFT}Hoover{SPACE},16399,H a n c o c k,{SHIFT}Washington{SPACE},6669,3,1881,{SHIFT}Hancock{SPACE},2086,1,0,B,3474,4133
11,1,55,H o l l a n d,holland{SPACE},1718,H e l s i n k i ,{SPACE},9721,4,2028,helsinki{SPACE},2697,1,0,B,2937,3847
11,1,69,h e a v e,heave{SPACE},1032,h o i s t,cast{SPACE},8166,3,1943,hoist{SPACE},2666,1,0,B,2106,2458
11,1,74,H i t l e r ,{SHIFT}Hitler{SPACE},1660,H u s s e i n,husse,9893,4,8423,hussien{SPACE},2284,1,0,B,2465,2276
11,1,37,i n d i v i d u a l i s m,individualism{SPACE},3974,i d i o s y n c r a s y ,characteristic{SPACE},9578,1,1347,idiosyncrasy{SPACE},5212,1,0,B,3786,4741
11,1,21,s o f a ,sofa{SPACE},3305,i n t e r j e c t,interjection{SPACE},9530,3,3313,interject{SPACE},3823,1,0,U,2925,3779
11,1,38,s h i p ,ship{SPACE},1198,J a g g e r ,{SPACE},5129,2,1291,{SPACE},3189,1,0,U,2379,689
11,1,75,s i z z l e ,sizzle{SPACE},3645,l i b e l,cheat{SPACE},8367,2,1303,libel{SPACE},1689,1,0,U,2380,1640
11,1,44,s k y s c r a p e r ,skycraper{SPACE},2057,l o q u a c i o u s ,motormouth{SPACE},6767,2,1596,loquacious{SPACE},3577,1,0,U,2329,4761
11,1,64,s u r v i v o r ,survivor{SPACE},2035,M a n d e l a,{SPACE},3195,1,2081,{SHIFT}mandela{SPACE},3915,1,0,U,2469,811
11,1,3,t h o r n y ,{SHIFT}thorny{SPACE},3234,m e a g e r ,,0,4,5546,meager{SPACE},3662,1,0,U,3865,3395
11,1,27,a c r o n y m,acronym{SPACE},3517,M e r c u r y,mcelroy{SPACE},9448,3,1968,mercury{SPACE},2203,1,0,U,2928,2914
11,1,26,A l p s ,alps{SPACE},1500,M i l l e r ,{SPACE},5811,2,1185,miller{SPACE},1552,1,0,U,2246,2899
11,1,4,A r i e l,ariel{SPACE},3460,m i n c e,grind,9245,1,9810,mince{SPACE},2201,1,0,U,3390,3724
11,1,43,B e i j i n g,beijing{SPACE},3025,m o n o t o n y ,boring{SPACE},9339,3,2313,monotony{SPACE},3579,1,0,U,2113,2826
11,1,29,b a r g a i n,bargain{SPACE},2486,M o n r o e ,monroe,7977,1,5514,monroe{SPACE},1841,1,1,U,2787,1767
11,1,23,B u c k i n g h a m ,buckingham{SPACE},3174,N a i r o b i,{SPACE},5647,2,1388,nairobi{SPACE},4393,1,0,U,2605,3886
11,1,13,s p l i t,split{SPACE},1871,n u l l i f y,terminate,7951,2,2309,nullify{SPACE},2632,1,0,U,2398,1553
11,1,52,b i z a r r e,bizarre{SPACE},3606,N u r e m b e r g,bizmark{SPACE},8728,3,1538,nuremburg{SPACE},3584,1,0,U,4803,4827
11,1,71,p o s s e s s i o n ,posession{SPACE},4872,o b s c u r e,masked{SPACE},6121,3,1355,{SPACE},653,1,0,U,3305,558
11,1,36,N e w t o n ,newton{SPACE},1587,o m n i p o t e n t ,omnip,9869,1,2960,omnipotent{SPACE},3727,1,0,U,3132,2599
11,1,34,v e g e t a t i o n ,vegetarian{SPACE},3672,o s t e n t a t i o u s ,{SPACE},6774,2,1575,ostentatious{SPACE},4041,1,0,U,2288,3842
11,1,48,H e p b u r n,h{SHIFT}epburn{SPACE},3201,O s w a l d ,boo,9703,3,1371,oswald{SPACE},2181,1,0,U,2749,1768
11,1,15,T o r o n t o,toronto{SPACE},3971,O t t a w a ,{SPACE},7335,2,1927,ottawa{SPACE},2259,1,0,R,1964,2653
11,1,12,r e m e d y ,remedy{SPACE},2466,p a n a c e a,cureall{SPACE},5740,1,1888,panacea{SPACE},2049,1,0,R,2849,7330
11,1,40,i d e a l,ideal{SPACE},1204,p a r a g o n,example,8896,3,2500,paragon{SPACE},2493,1,0,R,2937,2811
11,1,62,m a r r i a g e ,marriage{SPACE},1932,p o l y g a m y ,{SPACE},6965,4,1335,polygamy{SPACE},2652,1,0,R,2407,1979
11,1,57,a d v a n c e d ,advanced{SPACE},2018,p r e c o c i o u s ,{SPACE},3319,2,2857,precocious{SPACE},2642,1,0,R,3263,4285
11,1,66,f o r e c a s t ,forecast{SPACE},2503,p r o p h e c y ,prophecy{SPACE},7978,3,2519,prophecy{SPACE},2542,1,1,R,2857,2779
11,1,17,T o k y o,tokyo{SPACE},1995,S e o u l,{SPACE},4872,2,1939,seoul{SPACE},2023,1,0,R,2296,2361
11,1,56,W i l d e,wilde{SPACE},2145,S h a w ,{SPACE},2389,2,3212,shaw{SPACE},852,1,0,R,3398,2487
11,1,11,C o r s i c a,corsica{SPACE},2279,S i c i l y ,venice{SPACE},8436,1,1613,sicily{SPACE},2358,1,0,R,4921,2905
11,1,54,L e i a ,leia{SPACE},1511,S k y w a l k e r,luke{SPACE},3574,1,3948,skywalker{SPACE},2420,1,0,R,4459,3364
11,1,63,m i d w i f e,midwife{SPACE},1977,s u r r o g a t e,surrogate{SPACE},8035,1,2286,surrogate{SPACE},2643,1,1,R,3125,1911
11,1,28,E m e r s o n,emerson{SPACE},2100,T h o r e a u,{SPACE},2192,2,1093,thoreau{SPACE},2941,1,0,R,3226,2645
11,1,31,j e r k ,jerk{SPACE},1433,t i c,,0,2,2972,tic{SPACE},1438,1,0,R,2673,1863
11,1,76,h u r r i c a n e,hurricane{SPACE},1958,t s u n a m i,tsunami{SPACE},6177,1,2005,tsunami{SPACE},1907,1,1,R,1957,1722
11,1,33,H a w k i n g,hawking{SPACE},2660,T u r i n g ,law,9845,1,108466,{SPACE},24536,1,0,R,3187,2891
11,1,60,D o y l e,doyle{SPACE},1285,W a t s o n ,{SPACE},2796,1,3364,watson{SPACE},1514,1,0,R,3169,2093
11,1,32,K e n t ,kent{SPACE},1617,W a y n e,wayne{SPACE},4232,1,2338,wayne{SPACE},1877,1,1,R,3180,1273
11,1,67,G l a c i e r,glacier{SPACE},1588,Y e l l o w s t o n e,yellowstone,9696,1,2178,yellowstone{SPACE},2580,1,1,R,2387,2251
12,1,13,a b d o m e n,abdomen{SPACE},1629,a b d i c a t e ,,9142,4,2665,abdicate{SPACE},1712,1,0,P,3810,4227
12,1,62,a b o r t i o n ,abortion{SPACE},1247,a b o r i g i n e,{SPACE},8937,3,617,aborigine{SPACE},2338,1,0,P,2797,1032
12,1,15,a b s o l v e,absol{SPACE},989,a b s t a i n,holdback{SPACE},9201,3,3142,abstain{SPACE},1856,0,0,P,3111,4227
12,1,47,a d v e r b ,adverb{SPACE},1781,a d v o c a t e ,,0,2,1834,advocate{SPACE},2544,1,0,P,2288,516
12,1,49,a l c h e m y,alchemy{SPACE},1345,A l c o t t ,alcott{SPACE},3970,1,902,alcott{SPACE},1156,1,1,P,2462,516
12,1,34,a n a e r o b i c,anarobic{SPACE},2867,a n a c h r o n i s m,inter,9335,2,1627,anachronism{SPACE},3001,1,0,P,4249,1548
12,1,46,a n a c o n d a ,anaconda{SPACE},1719,a n a g r a m,h,7213,4,1504,anagram{SPACE},1534,1,0,P,3872,516
12,1,17,a n d r o i d,android{SPACE},2344,A n d e s,{SPACE},6883,2,1179,andes{SPACE},1143,1,0,P,3723,4227
12,1,64,A u s t r a l i a,australia{SPACE},1829,A u r o r a ,aurora{SPACE},7253,1,1261,aurora{SPACE},1228,1,1,P,2322,1313
12,1,41,b a n i s t e r ,banister{SPACE},1381,B a n g k o k,{SPACE},4521,2,470,bangkok{SPACE},1900,1,0,P,3986,516
12,1,63,b a r t e n d e r,bartender{SPACE},1664,b a r t e r ,monetary{SPACE},4552,3,1236,barter{SPACE},1319,1,0,P,2798,1032
12,1,24,B e c k e t t,beckett{SPACE},1365,B e c k h a m,2{SPACE},5689,2,677,beckham{SPACE},2803,1,0,P,4250,7224
12,1,42,b i a n n u a l ,biannual{SPACE},1709,b i n o m i a l ,formula{SPACE},9969,1,2533,binomial{SPACE},2485,1,0,P,3894,516
12,1,9,c a n v a s ,canvas{SPACE},1205,c a r c a s s,roadkill{SPACE},6176,3,3366,carcass{SPACE},1688,1,0,P,3269,5685
12,1,55,c a r a v a n,caravan{SPACE},1336,C a r r o l l,lewi,7885,4,1761,carrol{SPACE},1108,1,0,P,3138,1548
12,1,27,c a m e l,camel{SPACE},1286,c h a m e l e o n,gecko{SPACE},8749,4,4837,chameleon{SPACE},2117,1,0,P,2720,516
12,1,8,C h a r l e s,charles{SPACE},1507,C h u r c h i l l,churchill{SPACE},6545,1,999,churchill{SPACE},1695,1,1,P,3816,5685
12,1,25,c o m m e n c e ,commence{SPACE},1879,C l e m e n s,samuels{SPACE},6645,4,2743,clemens{SPACE},1610,1,0,P,2956,516
12,1,52,c o m p a t i b l e ,compatible{SPACE},1593,c o n g r u e n t,mimic,8851,3,1911,congruent{SPACE},2035,1,0,B,2442,516
12,1,35,C r u i s e ,cruise{SPACE},1150,C o n n e r y,{SPACE},4972,2,278,connery{SPACE},1254,1,0,B,2364,1548
12,1,57,c o n t r a c t ,contract{SPACE},1197,c o v e n a n t ,tie{SPACE},6104,3,738,covenant{SPACE},1296,1,0,B,2278,1883
12,1,50,D e v i l,devil{SPACE},1050,D a n t e,dantes{SPACE},5036,1,963,dante{SPACE},1003,1,1,B,1927,516
12,1,33,d e f e c t ,defect{SPACE},1285,d e f a u l t,,0,2,1200,default{SPACE},1788,1,0,B,3336,516
12,1,22,d e l e t e ,delete{SPACE},1114,d e p l e t e,diminish{SPACE},9481,3,1426,deplete{SPACE},1607,1,0,B,2960,7740
12,1,19,d i f f e r ,differ{SPACE},1493,d i v e r g e,turn{SPACE},8484,2,1033,diverge{SPACE},1232,1,0,B,3285,6192
12,1,75,e r r a t i c,erratic{SPACE},2008,e c c e n t r i c,weird{SPACE},4370,3,822,eccentric{SPACE},1856,1,0,B,3157,3612
12,1,28,e x i l e,exile{SPACE},3013,e x o r c i s m ,ex,8850,4,2437,exorcism{SPACE},2568,1,0,B,3336,516
12,1,12,F e y n m a n,feynman{SPACE},1534,F a r a d a y,{SHIFT}Joules{SPACE},6075,2,3718,faraday{SPACE},2062,1,0,B,6890,4227
12,1,6,f o r e s t ,forest{SPACE},1139,f o l i a g e,chlorophyll{SPACE},8161,2,1411,foliage{SPACE},1154,1,0,B,2868,5685
12,1,69,G a r n e r ,garner{SPACE},1119,G a r l a n d,garland{SPACE},2797,1,1333,garland{SPACE},1749,1,1,B,3862,1548
12,1,53,g o b b l e ,gobble{SPACE},1185,g o s l i n g,,9981,2,1520,gosling{SPACE},1716,1,0,B,2766,516
12,1,70,H o o v e r ,hoover{SPACE},1101,H a n c o c k,adams,8620,2,2591,hancock{SPACE},1089,1,0,B,2795,1548
12,1,4,H o l l a n d,{SHIFT}{SHIFT}Holland{SPACE},4888,H e l s i n k i ,{SHIFT}Holland{SPACE},7173,2,1745,{SHIFT}Helsinki{SPACE},2185,1,0,B,2823,6219
12,1,51,h e a v e,heave{SPACE},1445,h o i s t,lift{SPACE},9574,3,1035,hoist{SPACE},1178,1,0,B,4218,516
12,1,38,H i t l e r ,hitler{SPACE},1298,H u s s e i n,,0,4,2380,hussein{SPACE},2742,1,0,B,5296,516
12,1,18,i n d i v i d u a l i s m,individualism{SPACE},2674,i d i o s y n c r a s y ,2,9054,2,2177,idiosyncrasy{SPACE},2815,1,0,B,3316,8256
12,1,11,t i p,tip{SPACE},854,i n t e r j e c t,exclamation{SPACE},6768,2,1197,interject{SPACE},1753,1,0,U,2288,5685
12,1,14,t u r m e r i c ,tumeric{SPACE},1477,J a g g e r ,{SPACE},8260,2,1521,jagger{SPACE},1463,1,0,U,3652,4227
12,1,31,T u r n e r ,turner{SPACE},1455,l i b e l,libe,9935,4,3523,libel{SPACE},1604,1,0,U,3779,516
12,1,71,W a t t ,watt{SPACE},724,l o q u a c i o u s ,annoying{SPACE},6196,3,889,loquacious{SPACE},2525,1,0,U,3152,3612
12,1,67,w a k e ,wake{SPACE},711,M a n d e l a,ghandi{SPACE},5271,1,1077,mandela{SPACE},2111,1,0,U,2922,1548
12,1,30,Y e s t e r d a y,yesterday{SPACE},1816,m e a g e r ,small{SPACE},8409,2,1536,meager{SPACE},1227,1,0,U,3122,516
12,1,26,b i l a t e r a l,bilateral{SPACE},2031,M e r c u r y,mercurcy{SPACE},5399,1,1375,mercury{SPACE},1921,1,1,U,4462,516
12,1,56,c o r p s e ,corpse{SPACE},2206,M i l l e r ,{SPACE},4173,4,1514,miller{SPACE},1291,1,0,U,2612,1548
12,1,44,C h r i s t i e ,christie{SPACE},1402,m i n c e,dice{SPACE},4317,3,1699,mince{SPACE},2017,1,0,U,4307,516
12,1,16,c a m o f l a u g e ,camoflauge{SPACE},3062,m o n o t o n y ,pattern{SPACE},6690,2,1458,monotomy{SPACE},3091,1,0,U,3820,4227
12,1,3,C h a m b e r l a i n,{SHIFT}Chamberlain{SPACE},2787,M o n r o e ,{SHIFT}Monroe{SPACE},4347,1,2079,{SHIFT}Monroe{SPACE},6844,1,1,U,3950,8256
12,1,60,C o n r a d ,conrad{SPACE},1209,N a i r o b i,{SPACE},2260,2,371,nairobi{SPACE},2129,1,0,U,2858,1548
12,1,21,p u p p y,puppy{SPACE},1276,n u l l i f y,null{SPACE},5732,2,1085,nullify{SPACE},1670,1,0,U,1862,7740
12,1,36,J e f f e r s o n,jefferson{SPACE},1765,N u r e m b e r g,nuremberg{SPACE},6520,1,991,nuremberg{SPACE},2487,1,1,U,4217,1548
12,1,32,B u d a p e s t ,{SHIFT}budapest{SPACE},2278,o b s c u r e,unknown{SPACE},7715,3,2343,obscure{SPACE},1765,1,0,U,2687,516
12,1,2,d r e d g e ,dredge{SPACE},1717,o m n i p o t e n t ,{SHIFT}{SHIFT}Omniscent{SPACE},9786,2,4102,{SHIFT}Omnipotent{SPACE},3144,1,0,U,5466,8256
12,1,54,S t a l i n ,stalin{SPACE},1094,o s t e n t a t i o u s ,cocky{SPACE},6982,3,1034,ostentatious{SPACE},2447,1,0,U,2955,1548
12,1,72,u n i q u e n e s s ,uniqueness{SPACE},3763,O s w a l d ,oswald{SPACE},4096,1,1408,oswald{SPACE},1906,1,1,U,3916,3612
12,1,73,T o r o n t o,toronto{SPACE},1525,O t t a w a ,quebec{SPACE},4867,3,1185,ottawa{SPACE},1712,1,0,R,2355,3612
12,1,59,r e m e d y ,remedy{SPACE},3748,p a n a c e a,antidote{SPACE},9218,3,917,panacea{SPACE},1531,1,0,R,2371,1548
12,1,10,i d e a l,ideal{SPACE},1120,p a r a g o n,idol,9887,2,3186,paragon{SPACE},1885,1,0,R,2832,5685
12,1,29,m a r r i a g e ,marriage{SPACE},1536,p o l y g a m y ,polygamy{SPACE},6605,1,1394,polygamy{SPACE},4284,1,1,R,2715,516
12,1,5,a d v a n c e d ,advanced{SPACE},2276,p r e c o c i o u s ,,0,2,2004,precocious{SPACE},1960,1,0,R,3418,5685
12,1,45,f o r e c a s t ,forecast{SPACE},1740,p r o p h e c y ,oracle{SPACE},7024,3,1171,prophecy{SPACE},1842,1,0,R,3927,516
12,1,66,T o k y o,tokyo{SPACE},1103,S e o u l,seoul{SPACE},2911,1,1057,seoul{SPACE},1113,1,1,R,3447,1327
12,1,48,W i l d e,wilde{SPACE},978,S h a w ,{SPACE},3895,2,223,shaw{SPACE},1265,1,0,R,3249,516
12,1,37,C o r s i c a,corsica{SPACE},2048,S i c i l y ,medici{SPACE},4615,3,1633,sicily{SPACE},3205,1,0,R,5710,1548
12,1,7,L e i a ,leia{SPACE},1116,S k y w a l k e r,skywalker{SPACE},5147,1,1054,skywalker{SPACE},1651,1,1,R,3327,5685
12,1,23,m i d w i f e,midwife{SPACE},1596,s u r r o g a t e,midwife{SPACE},7095,4,4742,surrogate{SPACE},1455,1,0,R,3743,5676
12,1,43,E m e r s o n,emerson{SPACE},3139,T h o r e a u,{SPACE},3291,2,253,thoreau{SPACE},1747,1,0,R,2653,516
12,1,68,j e r k ,jerk{SPACE},947,t i c,{SPACE},9434,2,885,tic{SPACE},796,1,0,R,3967,1548
12,1,76,h u r r i c a n e,hurricane{SPACE},1679,t s u n a m i,tsunami{SPACE},3989,1,633,tsunami{SPACE},2530,1,1,R,2164,534
12,1,65,H a w k i n g,hawking{SPACE},1276,T u r i n g ,h,9380,4,1159,turning{SPACE},1245,1,0,R,3494,1032
12,1,74,D o y l e,doyle{SPACE},988,W a t s o n ,watson{SPACE},5040,1,1063,watson{SPACE},1193,1,1,R,2744,3612
12,1,40,K e n t ,kent{SPACE},907,W a y n e,wayne{SPACE},3506,1,1035,wayne{SPACE},926,1,1,R,3791,732
12,1,61,G l a c i e r,glacier{SPACE},1310,Y e l l o w s t o n e,yellowstone{SPACE},5461,1,1113,yellowstone{SPACE},3189,1,1,R,2595,1548
13,1,19,r e s i g n ,resign{SPACE},2382,a b d i c a t e ,resign{SPACE},4455,1,1191,abdicate{SPACE},3608,1,0,R,3811,6919
13,1,74,n a t i v e ,native{SPACE},1608,a b o r i g i n e,idk{SPACE},3298,2,1108,aborings{SPACE},2329,1,0,R,2757,4688
13,1,3,r e f u s e ,refuse{SPACE},4334,a b s t a i n,refuse{SPACE},6019,1,1392,abstain{SPACE},4008,1,0,R,4827,5437
13,1,23,c o n d o n e,condone{SPACE},1861,a d v o c a t e ,{SPACE},4981,2,1565,advocate{SPACE},3217,1,0,R,3669,4997
13,1,48,B r o n t e ,bronte{SPACE},2175,A l c o t t ,idk{SPACE},3872,2,1161,alcott{SPACE},1789,1,0,R,4710,3144
13,1,14,m i s p l a c e ,misplace{SPACE},2461,a n a c h r o n i s m,,0,2,3523,anchorism{SPACE},4515,1,0,R,4257,6878
13,1,55,p u z z l e ,puzzle{SPACE},1988,a n a g r a m,s,9998,2,3857,anargm{SPACE},2890,1,0,R,2454,5188
13,1,29,H i m a l a y a s,hamilayse{SPACE},5157,A n d e s,hamilaysa{SPACE},5799,2,1725,andes{SPACE},2425,0,0,R,4683,3174
13,1,35,C i n d e r e l l a ,cinderella{SPACE},4108,A u r o r a ,idk{SPACE},5195,2,1611,aurora{SPACE},2243,1,0,R,3109,3400
13,1,31,V i e t n a m,vietnam{SPACE},2582,B a n g k o k,vietnam{SPACE},3926,2,973,bankok{SPACE},4388,1,0,R,4420,4751
13,1,37,t a r i f f ,tariff{SPACE},4617,b a r t e r ,barder{SPACE},5810,1,1256,barter{SPACE},1960,1,1,R,5271,4653
13,1,73,M e s s i,messi{SPACE},1350,B e c k h a m,{SPACE},3835,2,1797,beckam{SPACE},2212,1,0,R,5217,3386
13,1,53,e q u a t i o n ,equation{SPACE},1956,b i n o m i a l ,equation{SPACE},4143,3,4284,binomial{SPACE},3068,1,0,R,3951,5756
13,1,13,s k e l e t o n ,skeleton{SPACE},2853,c a r c a s s,skeleton{SPACE},4906,1,982,carcus{SPACE},2298,1,0,R,3634,8418
13,1,40,R o w l i n g,rowling{SPACE},2113,C a r r o l l,rowling{SPACE},3797,2,978,carroll{SPACE},2033,1,0,R,3432,4197
13,1,22,g e c k o,gecko{SPACE},3242,c h a m e l e o n,geico{SPACE},4846,1,1277,chamileion{SPACE},4005,1,0,R,4657,3735
13,1,45,T h a t c h e r ,thatcher{SPACE},3306,C h u r c h i l l,thatcher{SPACE},3243,2,991,churchhill{SPACE},3770,1,0,R,3640,3175
13,1,70,S a w y e r ,sawyer{SPACE},1661,C l e m e n s,sawyer{SPACE},4373,1,1016,clemens{SPACE},1594,1,0,R,5808,3375
13,1,64,C o n g r e s s ,congress{SPACE},2184,c o n g r u e n t,idk{SPACE},3946,2,1168,congruent{SPACE},2215,1,0,P,3474,3837
13,1,9,C o b a i n ,cobian{SPACE},2819,C o n n e r y,{SPACE},3113,2,2099,cobian{SPACE},2729,1,0,P,3632,2175
13,1,57,c o n v e n i e n t ,convienent{SPACE},4920,c o v e n a n t ,idk{SPACE},3908,2,3131,covenant{SPACE},2653,1,0,P,3973,5723
13,1,25,d a w n ,dawn{SPACE},1833,D a n t e,idk{SPACE},5466,2,2046,dante{SPACE},1706,1,0,P,3857,4357
13,1,67,d i f f i c u l t,difficulet{SPACE},2283,d e f a u l t,idk{SPACE},4663,2,1102,default{SPACE},2017,1,0,P,2608,2484
13,1,4,d e p t h,depth{SPACE},3675,d e p l e t e,depth{SPACE},6764,3,10361,deplete{SPACE},4093,1,0,P,2893,6239
13,1,59,d i g e s t ,digest{SPACE},3136,d i v e r g e,idk{SPACE},4183,2,2163,diverge{SPACE},3392,1,0,P,2613,3830
13,1,72,e c s t a t i c ,escatic{SPACE},3060,e c c e n t r i c,idk{SPACE},5023,2,1222,eccentric{SPACE},2369,1,0,P,4166,5178
13,1,52,e x e r c i s e ,exercise{SPACE},2824,e x o r c i s m ,idk{SPACE},4734,2,1378,exorcism{SPACE},2728,1,0,P,2874,4388
13,1,71,F a h r e n h e i t ,farienheight{SPACE},3026,F a r a d a y,idk{SPACE},6510,2,1110,farady{SPACE},3274,1,0,P,3681,4705
13,1,66,f o l d i n g,folding{SPACE},3412,f o l i a g e,leaf{SPACE},9441,2,1835,follage{SPACE},1623,1,0,P,3667,3804
13,1,36,g a r n i s h,garnish{SPACE},2182,G a r l a n d,dandrige{SPACE},8295,1,1346,garland{SPACE},2326,1,0,P,4236,6299
13,1,26,g o b l i n ,goblin{SPACE},2316,g o s l i n g,goblin{SPACE},4136,1,1126,gosling{SPACE},1961,1,0,P,3676,5438
13,1,10,h a n d l e ,handle{SPACE},2660,H a n c o c k,handle{SPACE},4816,2,1761,hancock{SPACE},2636,1,0,P,3251,5723
13,1,38,h a n d k e r c h i e f ,hakerchief{SPACE},7071,H e l s i n k i ,idk{SPACE},3646,2,1217,helis{SHIFT}{?}{SPACE},2396,1,0,P,3712,3676
13,1,63,h o l l y,holly{SPACE},3478,h o i s t,,0,2,3730,hoist{SPACE},1842,1,0,P,2722,2951
13,1,11,h y m n ,hymn{SPACE},3809,H u s s e i n,idk{SPACE},5900,2,1791,hussien{SPACE},3350,1,0,P,3848,5767
13,1,51,i d i o t,idiot{SPACE},2598,i d i o s y n c r a s y ,idk{SPACE},4149,2,899,idk{ENTER}{SPACE},3052,1,0,P,2621,4427
13,1,49,i n t e r f e r e,interfere{SPACE},3261,i n t e r j e c t,idk{SPACE},5552,2,1233,interject{SPACE},3237,1,0,B,3660,3454
13,1,24,J a c k s o n,jackson{SPACE},2165,J a g g e r ,idk{SPACE},7847,2,1526,jagger{SPACE},2863,1,0,B,2904,4178
13,1,17,l i t i g a t e ,litigate{SPACE},2519,l i b e l,litigate{SPACE},5499,2,1406,libel{SPACE},1902,1,0,B,7766,5242
13,1,62,l a c o n i c,laconic{SPACE},2338,l o q u a c i o u s ,talkative{SPACE},7645,2,1109,loqch{SPACE},3830,1,0,B,4647,2922
13,1,12,M e n d e l ,mendel{SPACE},2472,M a n d e l a,idk{SPACE},7549,2,1528,mandela{SPACE},2480,1,0,B,5769,2665
13,1,8,m i n i m u m,minimum{SPACE},3608,m e a g e r ,minimum{SPACE},6556,1,1714,meager{SPACE},2094,1,0,B,3738,6475
13,1,21,M c C a r t n e y,mccartney{SPACE},3814,M e r c u r y,idk{SPACE},6530,2,1737,mercury{SPACE},2165,1,0,B,4752,3135
13,1,61,M e l v i l l e ,melville{SPACE},2745,M i l l e r ,idk{SPACE},4034,2,1093,miller{SPACE},1203,1,0,B,3957,3750
13,1,32,m a s h ,mash{SPACE},1447,m i n c e,mash{SPACE},3800,1,1092,mince{SPACE},1590,1,0,B,2091,3288
13,1,41,m o n o g a m y ,monogamu{SPACE},4478,m o n o t o n y ,idk{SPACE},5100,2,1328,montony{SPACE},2863,1,0,B,4659,5742
13,1,44,M a d o n n a,madonna{SPACE},2316,M o n r o e ,madonna{SPACE},6679,2,1064,marilynmonroe{SPACE},8922,1,0,B,3494,5490
13,1,18,N i l e ,nile{SPACE},2992,N a i r o b i,nile{SPACE},2829,1,1108,nairobi{SPACE},3502,1,0,B,4279,9288
13,1,16,n e u t r a l i z e ,neutralize{SPACE},4840,n u l l i f y,idk{SPACE},6487,2,2288,nullify{SPACE},2791,1,0,B,6302,5318
